8.430236272331282921e-01,-5.365797904985484257e-01,-3.732683157239025107e-02
8.741740192394807929e-01,-4.833158279757805431e-01,-4.717620708341856151e-02
8.534391013468248799e-01,-5.211925739655609569e-01,-3.369684761947154311e-05
9.020542382796070680e-01,-4.280227359836638046e-01,-5.562992614462685531e-02
8.836909315656472641e-01,-4.679823296615944761e-01,-9.103658228720357473e-03
8.622330399762857533e-01,-5.050901171566636316e-01,3.792305794527517371e-02
9.264965171696424306e-01,-3.709267209051388403e-01,-6.338431502417558872e-02
9.107929566583151670e-01,-4.124951858777290981e-01,-1.743306425451818242e-02
8.919008177082722311e-01,-4.512946193128927197e-01,2.908776290034534306e-02
8.698948092703128188e-01,-4.873772212621310107e-01,7.580544175301479060e-02
9.472801272256082816e-01,-3.124934639333092901e-01,-7.076860576835546091e-02
9.344904423380847591e-01,-3.550944841043546241e-01,-2.520953266986485780e-02
9.183030330792234519e-01,-3.953295525368558105e-01,2.083469050665497438e-02
8.988147788660676429e-01,-4.331458465785418266e-01,6.720616700646102337e-02
8.759380980780657744e-01,-4.688730035266574503e-01,1.135365795647906434e-01
9.642753935975058033e-01,-2.531782529570530405e-01,-7.793418718373776310e-02
9.545597856386056623e-01,-2.962247630775480256e-01,-3.265739397487198159e-02
9.412354683309850367e-01,-3.375001043033005743e-01,1.301817003316973337e-02
9.244214398183207004e-01,-3.767739349347539735e-01,5.904577510715357941e-02
9.041191420164287340e-01,-4.141253734022807831e-01,1.052081372513488655e-01
8.803585328501009055e-01,-4.495914941818886512e-01,1.511169811679512198e-01
9.774416063843024416e-01,-1.933693501912445434e-01,-8.494822255639115915e-02
9.708538217948586846e-01,-2.363250490544921145e-01,-3.991651156738042217e-02
9.605138022240007345e-01,-2.781786367890847766e-01,5.466422171737078846e-03
9.465233955897024432e-01,-3.185490813872321469e-01,5.118539194624117245e-02
9.289270392445394542e-01,-3.573002522245377066e-01,9.711377616309493921e-02
9.077559532439858359e-01,-3.943812510169349972e-01,1.429774744371293538e-01
8.830567575476045983e-01,-4.297798195264925236e-01,1.884146217183972349e-01
9.867941493258339802e-01,-1.334242087643543462e-01,-9.184382054286414909e-02
9.833008570292136596e-01,-1.757976893094331527e-01,-4.705950487497895240e-02
9.759996845827234591e-01,-2.177633058993732329e-01,-1.938633075293365662e-03
9.649440089093541673e-01,-2.588243658752422127e-01,4.350870371802937481e-02
9.501772991875840901e-01,-2.986755393875973330e-01,8.919653737739040300e-02
9.317350720165800126e-01,-3.371396554144097668e-01,1.349318654777717230e-01
9.096604106456183114e-01,-3.741223409852381110e-01,1.804173253314948211e-01
8.840068865056289749e-01,-4.096074083951286582e-01,2.252855867525713762e-01
9.923946104142959967e-01,-7.364696545753782186e-02,-9.863600610098653687e-02
9.918892939384046370e-01,-1.150014202922249179e-01,-5.413226303364918057e-02
9.876125284119222636e-01,-1.566382026999836585e-01,-9.271848722294067507e-03
9.795481448218932297e-01,-1.979771926873426235e-01,3.592301701731291652e-02
9.677062862782758179e-01,-2.385829253158940066e-01,8.138016493727669165e-02
9.521085839101587345e-01,-2.781580734276754563e-01,1.269540492918458663e-01
9.327906180217706567e-01,-3.165049934541210308e-01,1.724130274926175821e-01
9.098084549929000842e-01,-3.535112190036031610e-01,2.174359520916880617e-01
8.832460381122831938e-01,-3.891338767476586469e-01,2.616319210767167891e-01
9.943336143400300919e-01,-1.428167416822090363e-02,-1.053408618554315807e-01
9.966523967529086203e-01,-5.424124752939694233e-02,-6.117096625963567430e-02
9.953241147103628617e-01,-9.515618965254930839e-02,-1.658934136247092531e-02
9.902505561689380897e-01,-1.363802960455014757e-01,2.835931694611377313e-02
9.813869660410549089e-01,-1.773794057189166939e-01,7.359462827909035720e-02
9.687218512774532497e-01,-2.177574330961674631e-01,1.189944334368290002e-01
9.522692442373065225e-01,-2.572230968433315001e-01,1.643762906566373916e-01
9.320740248660566163e-01,-2.955603372973022447e-01,2.094805460817174003e-01
9.082211842659507761e-01,-3.326274346677281502e-01,2.539552522727582806e-01
8.808303626585840540e-01,-3.683755422121409162e-01,2.973841490709591140e-01
9.927122294672295899e-01,4.449292308473517393e-02,-1.119946840773195090e-01
9.976506315221486121e-01,6.238582420254989991e-03,-6.822241210074463102e-02
9.991475819691861826e-01,-3.362660470590158462e-02,-2.394495565002171741e-02
9.970133695338758706e-01,-7.438707404856270688e-02,2.075823174552310357e-02
9.911353283253589996e-01,-1.154271014439128967e-01,6.578255998089163614e-02
9.814552923191355305e-01,-1.562801340843697206e-01,1.110046344497908483e-01
9.679522007080453294e-01,-1.965860073225575988e-01,1.562769300614372248e-01
9.506434549113629284e-01,-2.360446896369126357e-01,2.013949506030406067e-01
9.295989406349858264e-01,-2.743989811155436720e-01,2.460711456734895053e-01
9.049426326269370824e-01,-3.114936289317593032e-01,2.899147302038170282e-01
8.768184802023982760e-01,-3.473339895696843094e-01,3.324882741769443761e-01
9.876205221264463541e-01,1.025711653038860471e-01,-1.186796542078229350e-01
9.949518951740077277e-01,6.626044611183840027e-02,-7.536762946192815393e-02
9.991229154111721522e-01,2.769006324854274628e-02,-3.141114925582488837e-02
9.998388175131592837e-01,-1.232154024784155692e-02,1.305827859284097378e-02
9.969106841789193707e-01,-5.308355967973561046e-02,5.788975264800193948e-02
9.902279413411162468e-01,-9.407925524276176954e-02,1.029452180545659679e-01
9.797278714225233776e-01,-1.349203459229841029e-01,1.480871304803826616e-01
9.653869319076717748e-01,-1.752562808946385442e-01,1.931665284382155789e-01
9.472410494837517625e-01,-2.147336755132300268e-01,2.379576491174411335e-01
9.254014260532282821e-01,-2.530450617207941622e-01,2.821354238612566734e-01
9.000286872412917027e-01,-2.900913128452931034e-01,3.252620364481712545e-01
8.712681503220744972e-01,-3.260118307340700849e-01,3.668897606308619275e-01
9.791100475441585349e-01,1.599231816343426316e-01,-1.255710586641078652e-01
9.886088802639954043e-01,1.257165843059405430e-01,-8.275156973505966296e-02
9.953009367844615207e-01,8.858328431593602559e-02,-3.910303026333676601e-02
9.987596918829052539e-01,4.952049648239700147e-02,5.176707264383339016e-03
9.987127789368775987e-01,9.306452096147364156e-03,4.986155971850089741e-02
9.949996398572843459e-01,-3.151756509697326014e-02,9.477531205030453876e-02
9.875185718311723093e-01,-7.256405932229700873e-02,1.397910139572354771e-01
9.762027183219508242e-01,-1.135003894891060683e-01,1.847861313157873886e-01
9.610342302044169172e-01,-1.539053991089576190e-01,2.296221602992978839e-01
9.420917457472903767e-01,-1.933200442782480599e-01,2.740264641874558538e-01
9.195333703673049808e-01,-2.314540008115083536e-01,3.176278109506332492e-01
8.935382932913099596e-01,-2.683838974323835003e-01,3.599436095016230741e-01
